# Constructed from biom file
#OTU ID	CWB1	MRM1	CWB3	FPP2	FWB2	MWB2	RPP1	RPB2	BRM1	FRR2	CRR1	BRM2	SPB2	BWB3	RRR2	BRR1	CPP2	MRR1	MPB1	SRM1	SPP3	BPP3	BWB1	BRM3	MRM3	SRR2	BWA1	CWA3	RPP3	RPB3	BWB2	CPB3	CWA1	FWA1	SPB3	MPB2	CRM3	RRR1	BWA2	SRM3	RWA3	RRM2	MPP3	FWB1	SWB2	SWA3	CRR3	MRM2	CRR2	RWB1	SRR1	FRM3	FRR3	SWB1	FPB3	RWB2	MRR2	MRR3	RRM1	FWA3	CPP3	MWA3	MPP2	BRR2	BPB1	RRM3	BPB2	CRM2	MPB3	FRR1	SPP1	BPP1	FWA2	SWA1	BWA3	FPP1	CPB2	CWB2	FPP3	MWB3	SWB3	BRR3	RPP2	CPP1	MWB1	SRM2	BPP2	SPB1	FPB1	RWA2	SRR3	RWB3	FWB3	BPB3	RPB1	SWA2	MPP1	FPB2	RWA1	MWA1	CWA2	FRM1	SPP2	RRR3	CRM1	CPB1	FRM2	MWA2
865.4480_304.4010	0.0	832946.0	0.0	0.0	0.0	2553300.0	0.0	0.0	805686.0	0.0	0.0	656274.0	560290.0	0.0	0.0	679627.0	0.0	681350.0	763796.0	635707.0	0.0	335252.0	2261000.0	850192.0	749315.0	432000.0	6980340.0	0.0	0.0	0.0	2221760.0	0.0	0.0	843406.0	1018610.0	707149.0	0.0	0.0	4818070.0	780367.0	0.0	176974.0	335460.0	323529.0	2395640.0	4317790.0	0.0	0.0	0.0	0.0	423679.0	0.0	0.0	3007820.0	0.0	0.0	814506.0	850250.0	193140.0	821533.0	0.0	4475540.0	371786.0	747244.0	803706.0	189035.0	1116570.0	0.0	705958.0	0.0	0.0	414263.0	868789.0	2918390.0	9418600.0	0.0	0.0	0.0	0.0	0.0	2916920.0	619728.0	64330.69922	0.0	2474700.0	644254.0	0.0	0.0	0.0	0.0	490600.0	0.0	0.0	671635.0	0.0	3841640.0	304636.0	0.0	0.0	4206520.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3009590.0
830.5393_327.7986	0.0	1044770.0	0.0	0.0	957888.0	1683580.0	0.0	1186320.0	565238.0	582698.0	0.0	0.0	0.0	1664710.0	1041480.0	0.0	0.0	0.0	717160.0	710132.0	0.0	0.0	3148820.0	0.0	1123300.0	608693.0	0.0	0.0	0.0	773838.0	1455920.0	0.0	214234.0	1030890.0	0.0	0.0	0.0	0.0	637763.0	0.0	2247380.0	2195320.0	0.0	943969.0	2326210.0	831028.0	0.0	3816640.0	0.0	2807960.0	363570.0	826688.0	560777.0	1068360.0	408617.0	2502400.0	0.0	0.0	2052180.0	1028400.0	0.0	1096770.0	0.0	0.0	0.0	2102290.0	602224.0	0.0	689922.0	618273.0	0.0	0.0	2870240.0	1167760.0	0.0	0.0	0.0	0.0	0.0	0.0	1040920.0	0.0	0.0	0.0	0.0	1663710.0	0.0	0.0	427024.0	2255240.0	0.0	2557370.0	981383.0	0.0	1325260.0	814465.0	0.0	422937.0	2090140.0	1350450.0	0.0	818575.0	0.0	943803.0	0.0	0.0	869746.0	0.0
247.1664_729.1506	0.0	0.0	0.0	1852130.0	0.0	1340320.0	0.0	0.0	1214640.0	1923190.0	1856100.0	0.0	1531530.0	0.0	0.0	0.0	1701950.0	1339160.0	0.0	1395010.0	1864680.0	0.0	1339360.0	0.0	0.0	1931780.0	1498600.0	0.0	0.0	0.0	1397400.0	0.0	1705750.0	0.0	1618340.0	0.0	1929670.0	0.0	1690240.0	1910300.0	1410480.0	0.0	1701020.0	0.0	0.0	1829420.0	1899040.0	0.0	1786470.0	0.0	1899240.0	1924550.0	1872670.0	0.0	0.0	1384200.0	0.0	0.0	0.0	0.0	1691380.0	1382580.0	0.0	0.0	0.0	0.0	0.0	1847260.0	0.0	1906770.0	1877220.0	0.0	0.0	1694170.0	1420310.0	1682410.0	0.0	0.0	1778800.0	1353150.0	0.0	0.0	0.0	1711520.0	1445910.0	1789630.0	0.0	1618970.0	0.0	1396860.0	1914150.0	1412030.0	0.0	0.0	0.0	1722700.0	1275710.0	0.0	1346940.0	1415760.0	0.0	1853860.0	1882220.0	0.0	1846430.0	0.0	1867810.0	1347060.0
434.1223_177.2488	0.0	0.0	0.0	167062.0	2062220.0	0.0	0.0	0.0	137730.0	362412.0	69175.89844	193728.0	177168.0	193286.0	0.0	0.0	268223.0	0.0	0.0	57958.69922	0.0	0.0	242469.0	150132.0	0.0	0.0	0.0	574506.0	0.0	0.0	164814.0	0.0	271627.0	219323.0	179148.0	0.0	188581.0	0.0	0.0	249421.0	0.0	0.0	0.0	137440.0	471467.0	254664.0	88162.29688	0.0	66374.60156	0.0	0.0	558256.0	422962.0	532214.0	487298.0	0.0	0.0	0.0	0.0	229296.0	256333.0	120661.0	0.0	0.0	0.0	0.0	0.0	396859.0	0.0	121406.0	0.0	0.0	804025.0	310926.0	0.0	192458.0	169700.0	0.0	350475.0	0.0	501059.0	0.0	0.0	238137.0	0.0	249236.0	0.0	86977.70313	460711.0	0.0	148862.0	0.0	256405.0	90564.89844	0.0	319134.0	0.0	529185.0	0.0	133421.0	278955.0	508479.0	0.0	0.0	518958.0	0.0	125472.0	147971.0
233.0409_ 34.3103	83191.29688	0.0	27416.69922	77364.29688	0.0	0.0	0.0	82966.70313	256867.0	43096.5	0.0	256749.0	111198.0	0.0	117236.0	117149.0	148804.0	128368.0	0.0	0.0	0.0	0.0	0.0	84440.10156	110332.0	61051.10156	67499.89844	0.0	0.0	291047.0	0.0	0.0	174271.0	0.0	0.0	0.0	0.0	113109.0	0.0	49069.60156	110378.0	41033.0	0.0	0.0	0.0	0.0	44572.10156	0.0	0.0	73244.79688	59032.0	0.0	19093.90039	218981.0	94032.5	83306.70313	0.0	0.0	0.0	0.0	46148.39844	145715.0	59533.0	258252.0	134688.0	53684.89844	0.0	0.0	0.0	0.0	0.0	99984.10156	97431.5	0.0	73062.70313	117097.0	0.0	0.0	0.0	96070.0	0.0	232494.0	0.0	58825.80078	99748.0	49047.89844	0.0	0.0	0.0	108630.0	58003.60156	83972.0	0.0	135290.0	0.0	0.0	96508.60156	202669.0	135776.0	0.0	130482.0	49641.19922	0.0	0.0	0.0	0.0	0.0	0.0
472.1801_300.5687	0.0	82484.79688	0.0	181654.0	190724.0	0.0	0.0	0.0	0.0	235411.0	0.0	0.0	0.0	294303.0	100550.0	51100.80078	275050.0	0.0	0.0	0.0	0.0	0.0	236716.0	0.0	38521.10156	83854.89844	0.0	211844.0	0.0	0.0	188440.0	0.0	0.0	150248.0	0.0	0.0	0.0	70000.39844	253526.0	0.0	0.0	59217.19922	0.0	56925.19922	355810.0	0.0	0.0	116663.0	0.0	0.0	66422.20313	115389.0	256250.0	340485.0	144808.0	0.0	140563.0	0.0	109396.0	67292.29688	161991.0	0.0	0.0	28495.90039	61027.89844	63821.69922	0.0	76875.10156	0.0	80035.79688	0.0	0.0	116953.0	0.0	142673.0	57118.10156	0.0	0.0	174924.0	259552.0	284787.0	175080.0	0.0	267035.0	106642.0	0.0	138290.0	135869.0	174720.0	0.0	63648.0	0.0	170168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117826.0	115119.0	0.0	119427.0	70283.39844	0.0	99634.0	0.0
853.5985_373.2750	0.0	379776.0	0.0	0.0	0.0	122539.0	57353.19922	198890.0	173846.0	164015.0	0.0	327548.0	0.0	0.0	88765.0	158171.0	0.0	0.0	110717.0	179073.0	0.0	0.0	126694.0	0.0	373376.0	75689.79688	0.0	0.0	0.0	518861.0	0.0	0.0	0.0	234597.0	0.0	101848.0	0.0	95812.5	271235.0	84004.89844	0.0	195443.0	468231.0	0.0	73023.89844	144109.0	0.0	422847.0	0.0	228098.0	103664.0	0.0	0.0	65411.19922	719917.0	0.0	0.0	0.0	591310.0	224615.0	0.0	0.0	0.0	0.0	107248.0	238777.0	181722.0	0.0	116829.0	163518.0	0.0	0.0	0.0	0.0	495388.0	0.0	0.0	0.0	0.0	337953.0	143732.0	233488.0	60682.0	0.0	129722.0	86695.10156	0.0	199458.0	267442.0	774595.0	81551.79688	0.0	0.0	94199.39844	156277.0	153518.0	0.0	136648.0	149210.0	0.0	0.0	0.0	0.0	89340.60156	0.0	0.0	0.0	0.0
1118.4853_394.3677	0.0	187590.0	0.0	0.0	78716.89844	0.0	0.0	0.0	404472.0	144028.0	0.0	375426.0	183736.0	0.0	0.0	99269.20313	0.0	247031.0	156973.0	196352.0	0.0	0.0	0.0	303285.0	176867.0	192277.0	89802.60156	0.0	0.0	0.0	0.0	0.0	0.0	449141.0	168858.0	175305.0	0.0	0.0	226757.0	208580.0	0.0	0.0	0.0	82472.5	58598.19922	155536.0	0.0	176276.0	0.0	0.0	201642.0	199293.0	151163.0	66054.70313	494062.0	0.0	212651.0	188642.0	0.0	443146.0	0.0	0.0	0.0	86803.89844	229206.0	0.0	269970.0	0.0	151960.0	154948.0	0.0	0.0	471367.0	190377.0	133135.0	0.0	0.0	0.0	0.0	0.0	53565.30078	73248.70313	0.0	0.0	0.0	210697.0	0.0	223330.0	557233.0	0.0	164673.0	0.0	87383.29688	267000.0	0.0	188670.0	0.0	462680.0	0.0	122468.0	0.0	197570.0	0.0	0.0	0.0	0.0	189359.0	110955.0
1436.6206_396.4888	0.0	473827.0	0.0	0.0	0.0	79882.5	89130.60156	288600.0	378408.0	0.0	0.0	564626.0	171479.0	0.0	110241.0	149984.0	0.0	336482.0	271709.0	187261.0	0.0	0.0	0.0	479766.0	480475.0	0.0	591470.0	0.0	81948.20313	330081.0	0.0	0.0	0.0	411145.0	156435.0	244539.0	0.0	129389.0	345954.0	227868.0	0.0	132374.0	0.0	0.0	0.0	0.0	0.0	494479.0	0.0	0.0	0.0	108853.0	0.0	0.0	263242.0	0.0	433315.0	397442.0	124890.0	484030.0	0.0	0.0	72979.29688	157116.0	243087.0	202069.0	240940.0	0.0	266949.0	0.0	0.0	0.0	471755.0	0.0	563164.0	0.0	0.0	0.0	0.0	92951.10156	0.0	143957.0	106194.0	0.0	0.0	214888.0	0.0	0.0	315180.0	0.0	0.0	0.0	0.0	258845.0	289191.0	0.0	56742.10156	281726.0	0.0	213564.0	0.0	124197.0	0.0	120945.0	0.0	0.0	91628.79688	214764.0
215.1145_ 43.5800	623535.0	0.0	534033.0	503791.0	169404.0	0.0	0.0	0.0	104089.0	915881.0	233657.0	127244.0	0.0	0.0	0.0	0.0	437709.0	0.0	0.0	0.0	0.0	149588.0	0.0	115056.0	0.0	0.0	175749.0	717560.0	0.0	0.0	0.0	259658.0	126242.0	950294.0	0.0	0.0	698776.0	0.0	0.0	0.0	116246.0	0.0	0.0	650434.0	0.0	65123.10156	414180.0	0.0	573166.0	0.0	0.0	142423.0	155659.0	0.0	205066.0	0.0	0.0	0.0	0.0	774091.0	158722.0	0.0	0.0	0.0	0.0	0.0	67323.70313	546630.0	0.0	892421.0	0.0	138046.0	221202.0	0.0	159301.0	519001.0	562269.0	417577.0	462218.0	0.0	0.0	0.0	0.0	204272.0	0.0	0.0	143881.0	0.0	220139.0	94789.20313	0.0	0.0	640964.0	0.0	0.0	65071.89844	0.0	237077.0	118312.0	91439.79688	936152.0	229609.0	0.0	0.0	325571.0	363786.0	571186.0	118819.0
ReSpect:PM018197 Glucosidetathione(reduced form)|GSH_r26	63770.69922	422188.0	26042.59961	0.0	0.0	465051.0	0.0	0.0	0.0	0.0	97452.70313	71569.60156	0.0	1379350.0	128380.0	155500.0	0.0	40359.60156	93445.5	0.0	0.0	0.0	1161730.0	61516.0	420673.0	195809.0	255745.0	0.0	0.0	0.0	1430140.0	51921.5	0.0	0.0	0.0	75586.20313	0.0	152566.0	0.0	189204.0	154868.0	562299.0	0.0	0.0	1532480.0	762842.0	87695.5	421080.0	110256.0	0.0	190792.0	0.0	0.0	1352150.0	0.0	0.0	0.0	40380.0	1010150.0	0.0	0.0	587619.0	0.0	152037.0	227943.0	543606.0	76592.0	0.0	0.0	0.0	24151.30078	0.0	0.0	669702.0	335644.0	0.0	0.0	64929.5	0.0	499378.0	1517340.0	0.0	0.0	0.0	405878.0	249239.0	0.0	0.0	0.0	163467.0	0.0	0.0	0.0	218616.0	0.0	779635.0	0.0	0.0	154161.0	793699.0	0.0	0.0	0.0	0.0	0.0	59941.60156	0.0	970649.0
300.1760_243.8010	921696.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107778.0	0.0	273269.0	112841.0	0.0	74162.70313	140623.0	191367.0	79343.39844	0.0	0.0	0.0	0.0	55039.30078	120076.0	31512.0	0.0	0.0	37838.39844	135544.0	0.0	0.0	93629.5	56023.60156	0.0	709125.0	0.0	0.0	79061.60156	137211.0	212455.0	0.0	0.0	22626.59961	0.0	340097.0	0.0	176499.0	282888.0	115536.0	210177.0	0.0	0.0	293544.0	0.0	0.0	0.0	0.0	0.0	0.0	22035.5	439900.0	120983.0	0.0	0.0	169974.0	40636.69922	134288.0	70439.39844	73959.10156	0.0	150282.0	0.0	0.0	375218.0	150568.0	36427.5	106529.0	299834.0	534240.0	0.0	0.0	0.0	140682.0	121475.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115234.0	123170.0	0.0	51523.80078	0.0	0.0	28461.09961	0.0	0.0	295036.0	0.0	65881.89844	82159.20313	63204.30078	0.0	70777.29688
312.1800_237.2024	388161.0	0.0	460550.0	575966.0	180297.0	0.0	0.0	0.0	0.0	944762.0	602275.0	0.0	0.0	0.0	0.0	0.0	733781.0	0.0	782712.0	0.0	29635.5	0.0	0.0	0.0	0.0	0.0	0.0	482125.0	0.0	0.0	0.0	282979.0	967474.0	822656.0	102569.0	660067.0	631010.0	0.0	890638.0	0.0	0.0	0.0	99540.70313	265592.0	1189890.0	0.0	582258.0	0.0	450096.0	50622.80078	0.0	549241.0	743185.0	1737310.0	0.0	23041.0	0.0	0.0	0.0	666522.0	854509.0	0.0	0.0	0.0	406569.0	0.0	844132.0	687622.0	553138.0	739499.0	0.0	617934.0	341813.0	0.0	0.0	611304.0	190553.0	401853.0	484967.0	0.0	1321070.0	0.0	0.0	919381.0	0.0	0.0	0.0	123816.0	202311.0	0.0	0.0	20467.19922	227921.0	0.0	0.0	0.0	0.0	378499.0	0.0	0.0	920327.0	580272.0	0.0	0.0	493772.0	239756.0	602191.0	0.0
1065.9947_372.3333	0.0	0.0	0.0	0.0	158044.0	481339.0	330520.0	0.0	0.0	0.0	0.0	1420800.0	346626.0	186089.0	0.0	533657.0	0.0	792211.0	778757.0	0.0	0.0	0.0	167558.0	1319350.0	0.0	211926.0	0.0	0.0	0.0	0.0	281124.0	0.0	0.0	846527.0	221998.0	791839.0	0.0	748387.0	0.0	0.0	755098.0	928893.0	0.0	140188.0	327384.0	199611.0	0.0	0.0	0.0	240290.0	341225.0	0.0	0.0	122270.0	739029.0	333653.0	0.0	955267.0	0.0	830823.0	0.0	504546.0	126569.0	0.0	0.0	0.0	620774.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	844353.0	0.0	0.0	0.0	0.0	437151.0	569545.0	872365.0	593968.0	0.0	454940.0	0.0	58588.30078	345629.0	857136.0	929431.0	0.0	341982.0	149156.0	0.0	1056490.0	253824.0	136586.0	756717.0	503132.0	444454.0	0.0	0.0	0.0	0.0	0.0	0.0	281604.0	785176.0
325.1163_ 25.9987	96849.10156	71919.0	0.0	28456.0	0.0	69247.60156	0.0	0.0	113757.0	0.0	672621.0	83413.29688	146446.0	57670.5	57269.89844	0.0	0.0	0.0	0.0	72203.20313	0.0	0.0	118277.0	102771.0	85065.0	0.0	179518.0	195079.0	0.0	0.0	120811.0	80544.5	38807.60156	40460.10156	0.0	0.0	94971.79688	52204.89844	0.0	232207.0	0.0	0.0	0.0	0.0	0.0	274095.0	548720.0	102994.0	580445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22924.40039	0.0	100399.0	107938.0	0.0	106509.0	0.0	21877.69922	106632.0	0.0	0.0	34388.30078	0.0	124536.0	270543.0	190274.0	0.0	66541.29688	85350.10156	0.0	79152.70313	0.0	0.0	0.0	0.0	58484.10156	279817.0	116702.0	135685.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	284176.0	128632.0	0.0	0.0	168591.0	182359.0	0.0	0.0	0.0	115253.0	84040.39844	0.0	169901.0
246.1361_ 34.4745	56539.89844	0.0	51714.0	0.0	100477.0	0.0	0.0	0.0	102299.0	0.0	175380.0	71690.39844	0.0	106814.0	0.0	0.0	74086.10156	0.0	0.0	0.0	0.0	79077.20313	93629.0	100054.0	0.0	0.0	260637.0	93668.10156	0.0	0.0	107730.0	90309.89844	46580.19922	0.0	0.0	0.0	91772.5	0.0	136279.0	0.0	88038.0	151008.0	0.0	107548.0	0.0	0.0	260648.0	0.0	290193.0	0.0	0.0	0.0	0.0	0.0	132867.0	0.0	0.0	0.0	0.0	0.0	66303.39844	0.0	0.0	58831.0	63843.69922	155467.0	219201.0	109484.0	0.0	0.0	0.0	157263.0	63527.60156	77037.20313	272154.0	0.0	76886.39844	159533.0	0.0	0.0	0.0	127274.0	0.0	82040.0	0.0	66931.89844	98911.39844	149035.0	112991.0	101692.0	0.0	0.0	86120.5	108991.0	32816.69922	0.0	0.0	130418.0	141784.0	0.0	85269.39844	0.0	0.0	0.0	107596.0	90664.29688	0.0	0.0
283.1484_142.6099	315664.0	0.0	97179.39844	752183.0	1203630.0	0.0	0.0	0.0	0.0	488932.0	88055.70313	0.0	0.0	0.0	0.0	293358.0	49164.19922	0.0	0.0	0.0	0.0	0.0	1062720.0	0.0	227476.0	158651.0	0.0	1460850.0	0.0	0.0	292180.0	3854440.0	1508060.0	198943.0	0.0	0.0	186357.0	0.0	571321.0	0.0	0.0	0.0	0.0	1126940.0	0.0	981541.0	34466.10156	0.0	4718960.0	0.0	214300.0	65953.29688	90103.10156	0.0	1558820.0	0.0	0.0	0.0	64069.89844	187889.0	2140310.0	0.0	0.0	316262.0	65425.69922	0.0	0.0	173184.0	0.0	386223.0	0.0	57843.0	161454.0	0.0	71359.5	45289.80078	160890.0	2099930.0	1076980.0	0.0	0.0	0.0	0.0	1882070.0	0.0	0.0	0.0	0.0	1675740.0	0.0	39541.80078	0.0	69210.20313	57253.39844	0.0	0.0	0.0	1550360.0	0.0	0.0	1638920.0	79666.5	0.0	0.0	2143760.0	183510.0	672603.0	0.0
374.2026_272.7062	640550.0	0.0	619853.0	0.0	0.0	132701.0	0.0	0.0	561546.0	0.0	406911.0	687191.0	155234.0	205265.0	0.0	606482.0	0.0	356069.0	0.0	0.0	0.0	242575.0	330830.0	0.0	37099.5	440752.0	151636.0	102745.0	0.0	82148.10156	343324.0	472332.0	0.0	0.0	0.0	0.0	363049.0	0.0	542564.0	0.0	59754.39844	0.0	102500.0	0.0	134251.0	280757.0	300988.0	0.0	392305.0	0.0	344376.0	0.0	0.0	223593.0	0.0	0.0	231609.0	296870.0	0.0	0.0	0.0	0.0	0.0	848298.0	459016.0	0.0	211778.0	0.0	0.0	0.0	0.0	411576.0	0.0	348573.0	153960.0	0.0	0.0	656588.0	0.0	131743.0	109894.0	460203.0	40991.89844	0.0	71689.60156	243039.0	304096.0	0.0	0.0	0.0	0.0	0.0	0.0	442761.0	0.0	353012.0	0.0	0.0	145939.0	0.0	0.0	0.0	0.0	66543.89844	444112.0	489120.0	0.0	0.0
1031.5417_351.0850	0.0	218867.0	0.0	201971.0	0.0	144293.0	245310.0	0.0	305781.0	0.0	0.0	199009.0	58693.60156	0.0	296579.0	0.0	0.0	161677.0	0.0	0.0	167788.0	109125.0	0.0	0.0	138289.0	72289.0	334995.0	0.0	175884.0	0.0	0.0	0.0	0.0	0.0	80416.89844	0.0	0.0	304907.0	223276.0	127371.0	0.0	0.0	117974.0	0.0	91573.20313	63965.0	0.0	153407.0	0.0	0.0	74797.10156	0.0	0.0	101888.0	0.0	0.0	129438.0	142884.0	0.0	0.0	0.0	119071.0	117605.0	91297.89844	0.0	0.0	0.0	0.0	0.0	0.0	304309.0	131326.0	0.0	0.0	435207.0	118534.0	0.0	0.0	123255.0	128599.0	90352.10156	90117.89844	238710.0	0.0	135614.0	148337.0	135951.0	64009.89844	96409.5	0.0	67788.29688	0.0	0.0	0.0	0.0	70458.39844	138580.0	0.0	0.0	139128.0	0.0	0.0	233422.0	283869.0	0.0	0.0	0.0	137097.0
1038.4470_348.6567	0.0	179708.0	0.0	0.0	399182.0	0.0	0.0	432647.0	112263.0	316278.0	0.0	89587.39844	0.0	0.0	0.0	37479.89844	0.0	108712.0	49884.89844	364064.0	0.0	0.0	0.0	148215.0	84459.10156	400781.0	0.0	0.0	0.0	389485.0	0.0	0.0	86686.70313	497210.0	0.0	28993.90039	0.0	0.0	149233.0	0.0	1113210.0	779725.0	0.0	424085.0	1394390.0	0.0	0.0	97039.10156	0.0	1285880.0	0.0	376349.0	314173.0	486424.0	0.0	918913.0	66717.20313	87872.60156	0.0	504752.0	0.0	0.0	0.0	21929.19922	0.0	808234.0	271914.0	0.0	33367.39844	440986.0	0.0	0.0	444775.0	331063.0	0.0	0.0	0.0	0.0	0.0	0.0	1715780.0	45142.39844	0.0	0.0	0.0	1605710.0	0.0	0.0	274828.0	448812.0	0.0	0.0	416180.0	43034.39844	443790.0	331784.0	0.0	277117.0	973899.0	0.0	0.0	411428.0	0.0	0.0	0.0	0.0	408245.0	0.0
124.0395_ 21.5965	0.0	65220.30078	0.0	0.0	0.0	58792.80078	168605.0	128904.0	103443.0	0.0	0.0	115763.0	111086.0	61128.30078	112322.0	0.0	0.0	90915.29688	95591.29688	0.0	0.0	0.0	63642.10156	114328.0	74368.39844	0.0	92998.39844	0.0	176701.0	96034.0	58119.5	247004.0	0.0	0.0	0.0	0.0	0.0	69608.89844	0.0	0.0	198028.0	75067.5	0.0	0.0	94300.79688	0.0	0.0	0.0	0.0	109151.0	38561.69922	0.0	0.0	110417.0	0.0	132879.0	56876.39844	78723.70313	124923.0	0.0	0.0	0.0	73415.60156	0.0	72793.79688	90442.29688	55051.60156	0.0	69794.20313	0.0	0.0	0.0	74565.89844	0.0	53789.0	0.0	0.0	0.0	0.0	45529.19922	60986.30078	72198.39844	161543.0	0.0	60481.60156	66539.0	94344.60156	74101.20313	0.0	124452.0	0.0	81877.60156	0.0	59601.30078	62819.69922	0.0	0.0	0.0	101904.0	0.0	0.0	0.0	0.0	82873.10156	0.0	0.0	0.0	0.0
316.2102_244.3091	0.0	25731.30078	0.0	0.0	0.0	36130.10156	0.0	0.0	150707.0	0.0	0.0	194895.0	92983.89844	83124.10156	0.0	189101.0	0.0	17877.90039	0.0	0.0	0.0	0.0	93608.70313	216211.0	79436.60156	88915.39844	360442.0	0.0	0.0	22438.0	169358.0	0.0	0.0	0.0	87376.79688	0.0	0.0	0.0	38058.19922	54656.69922	28461.19922	0.0	0.0	0.0	31956.80078	54195.30078	0.0	126849.0	0.0	0.0	38415.69922	0.0	0.0	149812.0	0.0	0.0	99338.60156	68664.89844	0.0	0.0	0.0	84393.10156	0.0	185029.0	90074.20313	0.0	102916.0	41872.69922	0.0	0.0	0.0	68564.29688	0.0	52779.69922	163221.0	0.0	0.0	0.0	44682.0	17923.09961	230610.0	151628.0	0.0	0.0	133017.0	81822.5	37416.0	116711.0	0.0	165482.0	80531.29688	134130.0	0.0	117623.0	0.0	35268.30078	0.0	0.0	154020.0	117796.0	0.0	115334.0	0.0	0.0	0.0	0.0	0.0	146251.0
426.9644_217.5721	0.0	186206.0	0.0	174233.0	0.0	0.0	0.0	0.0	487406.0	0.0	0.0	480102.0	375052.0	186688.0	0.0	110502.0	40036.10156	613035.0	289270.0	392812.0	28798.19922	260632.0	223135.0	371267.0	0.0	346109.0	180788.0	0.0	0.0	0.0	215839.0	0.0	0.0	0.0	472736.0	225969.0	0.0	0.0	290495.0	600720.0	0.0	0.0	24999.69922	0.0	438482.0	467664.0	0.0	265985.0	0.0	0.0	304815.0	0.0	0.0	433156.0	0.0	0.0	137097.0	609395.0	0.0	169821.0	0.0	0.0	0.0	390169.0	959677.0	0.0	290041.0	0.0	275067.0	0.0	0.0	278514.0	0.0	370968.0	0.0	140321.0	0.0	0.0	109065.0	163086.0	385943.0	275800.0	0.0	0.0	0.0	641766.0	323782.0	444496.0	0.0	0.0	320032.0	0.0	0.0	1158500.0	0.0	573272.0	33132.89844	0.0	0.0	95387.70313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55157.0
722.4461_342.2303	0.0	190577.0	0.0	0.0	0.0	734083.0	0.0	0.0	350843.0	0.0	0.0	161656.0	0.0	157173.0	206719.0	248776.0	0.0	269773.0	191913.0	0.0	0.0	122986.0	245006.0	0.0	194615.0	197851.0	276688.0	0.0	0.0	0.0	263576.0	0.0	0.0	0.0	141399.0	199149.0	0.0	0.0	277739.0	0.0	0.0	0.0	0.0	0.0	615332.0	227124.0	104814.0	188979.0	97978.0	0.0	179224.0	83186.60156	0.0	410200.0	0.0	282714.0	413469.0	302796.0	0.0	0.0	0.0	221429.0	0.0	194380.0	175299.0	0.0	0.0	0.0	190891.0	0.0	0.0	189508.0	0.0	239846.0	263384.0	0.0	0.0	0.0	0.0	1077250.0	489765.0	194750.0	0.0	81435.10156	386539.0	0.0	312089.0	145858.0	0.0	0.0	194097.0	0.0	0.0	136351.0	109542.0	258793.0	0.0	0.0	0.0	246407.0	0.0	77631.79688	0.0	0.0	0.0	0.0	77639.20313	221768.0
787.1913_312.4021	0.0	0.0	0.0	27840.30078	0.0	0.0	209081.0	550716.0	247598.0	0.0	0.0	162042.0	209511.0	163520.0	0.0	68483.0	0.0	144629.0	1412650.0	59197.89844	1303200.0	169350.0	91213.0	205137.0	0.0	114314.0	0.0	0.0	195975.0	597887.0	71657.0	0.0	0.0	0.0	126062.0	1524340.0	0.0	0.0	52217.80078	161068.0	0.0	0.0	20910.80078	0.0	112368.0	0.0	0.0	0.0	0.0	0.0	125564.0	0.0	0.0	129902.0	449149.0	0.0	36998.39844	182022.0	0.0	0.0	0.0	0.0	1371200.0	102413.0	1528550.0	0.0	195795.0	0.0	1454430.0	0.0	1473150.0	153184.0	0.0	0.0	0.0	32807.0	0.0	0.0	677010.0	0.0	0.0	33432.60156	111808.0	0.0	0.0	51415.60156	36657.69922	104764.0	462178.0	0.0	192440.0	0.0	0.0	182619.0	655852.0	0.0	1491050.0	372847.0	0.0	0.0	0.0	0.0	1389380.0	0.0	0.0	0.0	0.0	0.0
1092.7376_392.9078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	570157.0	540852.0	121586.0	0.0	440365.0	99508.60156	0.0	280012.0	207994.0	0.0	0.0	320472.0	192923.0	0.0	0.0	0.0	396558.0	685362.0	83255.39844	0.0	0.0	227834.0	610896.0	0.0	0.0	0.0	352062.0	79943.29688	227182.0	0.0	0.0	548975.0	142966.0	465209.0	451081.0	98045.0	0.0	0.0	75796.79688	0.0	0.0	0.0	0.0	0.0	168494.0	107412.0	0.0	145558.0	0.0	330646.0	364657.0	441434.0	0.0	0.0	249636.0	0.0	144089.0	152551.0	486272.0	212302.0	0.0	0.0	112226.0	0.0	0.0	384972.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199180.0	209065.0	0.0	0.0	188748.0	0.0	90607.60156	150494.0	405441.0	77226.10156	0.0	0.0	189494.0	0.0	0.0	123893.0	0.0	401812.0	278222.0	0.0	171954.0	0.0	274233.0	0.0	0.0	147820.0	253240.0
